,Date,high_1,high_2,high_3,high_Output,low_1,low_2,low_3,low_Output
387,25,31.0,32.0,31.0,30.0,13.0,13.0,13.0,12.0
388,26,32.0,31.0,30.0,31.0,13.0,13.0,12.0,12.0
389,27,31.0,30.0,31.0,32.0,13.0,12.0,12.0,12.0
390,28,30.0,31.0,32.0,33.0,12.0,12.0,12.0,12.0
391,29,31.0,32.0,33.0,32.0,12.0,12.0,12.0,13.0
392,30,32.0,33.0,32.0,33.0,12.0,12.0,13.0,14.0
393,31,33.0,32.0,33.0,33.0,12.0,13.0,14.0,14.0
394,1,32.0,33.0,33.0,32.0,13.0,14.0,14.0,16.0
395,2,33.0,33.0,32.0,32.0,14.0,14.0,16.0,15.0
396,3,33.0,32.0,32.0,33.0,14.0,16.0,15.0,14.0
397,4,32.0,32.0,33.0,32.0,16.0,15.0,14.0,13.0
398,5,32.0,33.0,32.0,33.0,15.0,14.0,13.0,14.0
399,6,33.0,32.0,33.0,33.0,14.0,13.0,14.0,15.0
400,7,32.0,33.0,33.0,33.0,13.0,14.0,15.0,14.0
401,8,33.0,33.0,33.0,31.0,14.0,15.0,14.0,14.0
402,9,33.0,33.0,31.0,32.0,15.0,14.0,14.0,12.0
403,10,33.0,31.0,32.0,32.0,14.0,14.0,12.0,14.0
404,11,31.0,32.0,32.0,32.0,14.0,12.0,14.0,14.0
405,12,32.0,32.0,32.0,32.0,12.0,14.0,14.0,15.0
406,13,32.0,32.0,32.0,31.0,14.0,14.0,15.0,14.0
407,14,32.0,32.0,31.0,32.0,14.0,15.0,14.0,14.0
408,15,32.0,31.0,32.0,33.0,15.0,14.0,14.0,13.0
409,16,31.0,32.0,33.0,35.0,14.0,14.0,13.0,13.0
410,17,32.0,33.0,35.0,36.0,14.0,13.0,13.0,14.0
411,18,33.0,35.0,36.0,34.0,13.0,13.0,14.0,12.0
412,19,35.0,36.0,34.0,36.0,13.0,14.0,12.0,13.0
413,20,36.0,34.0,36.0,37.0,14.0,12.0,13.0,14.0
414,21,34.0,36.0,37.0,37.0,12.0,13.0,14.0,14.0
415,22,36.0,37.0,37.0,34.0,13.0,14.0,14.0,13.0
416,23,37.0,37.0,34.0,35.0,14.0,14.0,13.0,12.0
417,24,37.0,34.0,35.0,35.0,14.0,13.0,12.0,12.0
418,25,34.0,35.0,35.0,35.0,13.0,12.0,12.0,13.0
419,26,35.0,35.0,35.0,35.0,12.0,12.0,13.0,15.0
420,27,35.0,35.0,35.0,35.0,12.0,13.0,15.0,16.0
421,28,35.0,35.0,35.0,35.0,13.0,15.0,16.0,13.0
422,2,35.0,35.0,35.0,34.0,15.0,16.0,13.0,12.0
423,3,35.0,35.0,34.0,35.0,16.0,13.0,12.0,13.0
424,4,35.0,34.0,35.0,34.0,13.0,12.0,13.0,12.0
425,5,34.0,35.0,34.0,33.0,12.0,13.0,12.0,14.0
426,6,35.0,34.0,33.0,33.0,13.0,12.0,14.0,13.0
427,7,34.0,33.0,33.0,29.0,12.0,14.0,13.0,12.0
428,8,33.0,33.0,29.0,30.0,14.0,13.0,12.0,14.0
429,9,33.0,29.0,30.0,32.0,13.0,12.0,14.0,10.0
430,10,29.0,30.0,32.0,34.0,12.0,14.0,10.0,11.0
431,11,30.0,32.0,34.0,35.0,14.0,10.0,11.0,13.0
432,12,32.0,34.0,35.0,35.0,10.0,11.0,13.0,15.0
433,13,34.0,35.0,35.0,35.0,11.0,13.0,15.0,16.0
434,14,35.0,35.0,35.0,36.0,13.0,15.0,16.0,15.0
435,15,35.0,35.0,36.0,36.0,15.0,16.0,15.0,16.0
436,16,35.0,36.0,36.0,35.0,16.0,15.0,16.0,16.0
437,17,36.0,36.0,35.0,36.0,15.0,16.0,16.0,15.0
438,18,36.0,35.0,36.0,36.0,16.0,16.0,15.0,15.0
439,19,35.0,36.0,36.0,37.0,16.0,15.0,15.0,16.0
440,20,36.0,36.0,37.0,38.0,15.0,15.0,16.0,18.0
441,21,36.0,37.0,38.0,38.0,15.0,16.0,18.0,18.0
442,22,37.0,38.0,38.0,38.0,16.0,18.0,18.0,20.0
443,23,38.0,38.0,38.0,39.0,18.0,18.0,20.0,21.0
444,24,38.0,38.0,39.0,40.0,18.0,20.0,21.0,19.0
445,25,38.0,39.0,40.0,40.0,20.0,21.0,19.0,17.0
446,26,39.0,40.0,40.0,40.0,21.0,19.0,17.0,23.0
447,27,40.0,40.0,40.0,40.0,19.0,17.0,23.0,24.0
448,28,40.0,40.0,40.0,40.0,17.0,23.0,24.0,22.0
449,29,40.0,40.0,40.0,38.0,23.0,24.0,22.0,26.0
450,30,40.0,40.0,38.0,37.0,24.0,22.0,26.0,21.0
451,31,40.0,38.0,37.0,36.0,22.0,26.0,21.0,18.0
452,1,38.0,37.0,36.0,37.0,26.0,21.0,18.0,20.0
453,2,37.0,36.0,37.0,37.0,21.0,18.0,20.0,18.0
454,3,36.0,37.0,37.0,38.0,18.0,20.0,18.0,18.0
455,4,37.0,37.0,38.0,37.0,20.0,18.0,18.0,17.0
456,5,37.0,38.0,37.0,39.0,18.0,18.0,17.0,15.0
457,6,38.0,37.0,39.0,40.0,18.0,17.0,15.0,18.0
458,7,37.0,39.0,40.0,40.0,17.0,15.0,18.0,18.0
459,8,39.0,40.0,40.0,40.0,15.0,18.0,18.0,18.0
460,9,40.0,40.0,40.0,40.0,18.0,18.0,18.0,18.0
461,10,40.0,40.0,40.0,40.0,18.0,18.0,18.0,17.0
462,11,40.0,40.0,40.0,41.0,18.0,18.0,17.0,19.0
463,12,40.0,40.0,41.0,40.0,18.0,17.0,19.0,22.0
464,13,40.0,41.0,40.0,41.0,17.0,19.0,22.0,22.0
465,14,41.0,40.0,41.0,39.0,19.0,22.0,22.0,22.0
466,15,40.0,41.0,39.0,41.0,22.0,22.0,22.0,20.0
467,16,41.0,39.0,41.0,39.0,22.0,22.0,20.0,18.0
468,17,39.0,41.0,39.0,39.0,22.0,20.0,18.0,22.0
469,18,41.0,39.0,39.0,36.0,20.0,18.0,22.0,21.0
470,19,39.0,39.0,36.0,36.0,18.0,22.0,21.0,22.0
471,20,39.0,36.0,36.0,36.0,22.0,21.0,22.0,21.0
472,21,36.0,36.0,36.0,36.0,21.0,22.0,21.0,20.0
473,22,36.0,36.0,36.0,36.0,22.0,21.0,20.0,19.0
474,23,36.0,36.0,36.0,38.0,21.0,20.0,19.0,21.0
475,24,36.0,36.0,38.0,39.0,20.0,19.0,21.0,22.0
476,25,36.0,38.0,39.0,38.0,19.0,21.0,22.0,20.0
477,26,38.0,39.0,38.0,38.0,21.0,22.0,20.0,22.0
478,27,39.0,38.0,38.0,40.0,22.0,20.0,22.0,20.0
479,28,38.0,38.0,40.0,36.0,20.0,22.0,20.0,23.0
480,29,38.0,40.0,36.0,40.0,22.0,20.0,23.0,25.0
481,2,40.0,36.0,40.0,41.0,20.0,23.0,25.0,24.0
482,3,36.0,40.0,41.0,40.0,23.0,25.0,24.0,25.0
483,4,40.0,41.0,40.0,38.0,25.0,24.0,25.0,26.0
484,5,41.0,40.0,38.0,39.0,24.0,25.0,26.0,21.0
485,6,40.0,38.0,39.0,39.0,25.0,26.0,21.0,24.0
486,7,38.0,39.0,39.0,40.0,26.0,21.0,24.0,21.0
487,8,39.0,39.0,40.0,40.0,21.0,24.0,21.0,21.0
488,9,39.0,40.0,40.0,41.0,24.0,21.0,21.0,25.0
489,10,40.0,40.0,41.0,40.0,21.0,21.0,25.0,23.0
490,11,40.0,41.0,40.0,37.0,21.0,25.0,23.0,22.0
491,12,41.0,40.0,37.0,36.0,25.0,23.0,22.0,24.0
492,13,40.0,37.0,36.0,37.0,23.0,22.0,24.0,23.0
493,14,37.0,36.0,37.0,38.0,22.0,24.0,23.0,24.0
494,15,36.0,37.0,38.0,38.0,24.0,23.0,24.0,24.0
495,16,37.0,38.0,38.0,38.0,23.0,24.0,24.0,21.0
496,17,38.0,38.0,38.0,38.0,24.0,24.0,21.0,22.0
497,18,38.0,38.0,38.0,37.0,24.0,21.0,22.0,23.0
498,19,38.0,38.0,37.0,39.0,21.0,22.0,23.0,23.0
499,20,38.0,37.0,39.0,40.0,22.0,23.0,23.0,25.0
500,21,37.0,39.0,40.0,39.0,23.0,23.0,25.0,25.0
501,22,39.0,40.0,39.0,37.0,23.0,25.0,25.0,24.0
502,23,40.0,39.0,37.0,37.0,25.0,25.0,24.0,25.0
503,24,39.0,37.0,37.0,36.0,25.0,24.0,25.0,24.0
504,25,37.0,37.0,36.0,36.0,24.0,25.0,24.0,24.0
505,26,37.0,36.0,36.0,36.0,25.0,24.0,24.0,25.0
506,27,36.0,36.0,36.0,33.0,24.0,24.0,25.0,23.0
507,28,36.0,36.0,33.0,36.0,24.0,25.0,23.0,24.0
508,29,36.0,33.0,36.0,37.0,25.0,23.0,24.0,25.0
509,30,33.0,36.0,37.0,35.0,23.0,24.0,25.0,24.0
510,31,36.0,37.0,35.0,36.0,24.0,25.0,24.0,24.0
511,3,37.0,35.0,36.0,35.0,25.0,24.0,24.0,24.0
512,4,35.0,36.0,35.0,33.0,24.0,24.0,24.0,24.0
513,5,36.0,35.0,33.0,31.0,24.0,24.0,24.0,23.0
514,6,35.0,33.0,31.0,33.0,24.0,24.0,23.0,24.0
515,7,33.0,31.0,33.0,33.0,24.0,23.0,24.0,24.0
516,8,31.0,33.0,33.0,34.0,23.0,24.0,24.0,24.0
517,9,33.0,33.0,34.0,33.0,24.0,24.0,24.0,24.0
518,10,33.0,34.0,33.0,29.0,24.0,24.0,24.0,21.0
519,11,34.0,33.0,29.0,32.0,24.0,24.0,21.0,22.0
520,12,33.0,29.0,32.0,31.0,24.0,21.0,22.0,21.0
521,13,29.0,32.0,31.0,33.0,21.0,22.0,21.0,21.0
522,14,32.0,31.0,33.0,33.0,22.0,21.0,21.0,19.0
523,15,31.0,33.0,33.0,33.0,21.0,21.0,19.0,22.0
524,16,33.0,33.0,33.0,32.0,21.0,19.0,22.0,24.0
525,17,33.0,33.0,32.0,30.0,19.0,22.0,24.0,23.0
526,18,33.0,32.0,30.0,32.0,22.0,24.0,23.0,24.0
527,19,32.0,30.0,32.0,32.0,24.0,23.0,24.0,24.0
528,20,30.0,32.0,32.0,31.0,23.0,24.0,24.0,23.0
529,21,32.0,32.0,31.0,30.0,24.0,24.0,23.0,23.0
530,22,32.0,31.0,30.0,27.0,24.0,23.0,23.0,23.0
531,23,31.0,30.0,27.0,28.0,23.0,23.0,23.0,23.0
532,24,30.0,27.0,28.0,28.0,23.0,23.0,23.0,22.0
533,25,27.0,28.0,28.0,28.0,23.0,23.0,22.0,23.0
534,26,28.0,28.0,28.0,28.0,23.0,22.0,23.0,23.0
535,27,28.0,28.0,28.0,28.0,22.0,23.0,23.0,22.0
536,28,28.0,28.0,28.0,30.0,23.0,23.0,22.0,22.0
537,29,28.0,28.0,30.0,28.0,23.0,22.0,22.0,23.0
538,30,28.0,30.0,28.0,29.0,22.0,22.0,23.0,22.0
539,3,30.0,28.0,29.0,28.0,22.0,23.0,22.0,23.0
540,4,28.0,29.0,28.0,30.0,23.0,22.0,23.0,23.0
541,5,29.0,28.0,30.0,31.0,22.0,23.0,23.0,23.0
542,6,28.0,30.0,31.0,30.0,23.0,23.0,23.0,22.0
543,7,30.0,31.0,30.0,31.0,23.0,23.0,22.0,23.0
544,8,31.0,30.0,31.0,29.0,23.0,22.0,23.0,23.0
545,9,30.0,31.0,29.0,30.0,22.0,23.0,23.0,22.0
546,10,31.0,29.0,30.0,29.0,23.0,23.0,22.0,22.0
547,11,29.0,30.0,29.0,27.0,23.0,22.0,22.0,22.0
548,12,30.0,29.0,27.0,27.0,22.0,22.0,22.0,22.0
549,13,29.0,27.0,27.0,26.0,22.0,22.0,22.0,22.0
550,14,27.0,27.0,26.0,25.0,22.0,22.0,22.0,21.0
551,15,27.0,26.0,25.0,26.0,22.0,22.0,21.0,22.0
552,16,26.0,25.0,26.0,28.0,22.0,21.0,22.0,22.0
553,17,25.0,26.0,28.0,27.0,21.0,22.0,22.0,23.0
554,18,26.0,28.0,27.0,28.0,22.0,22.0,23.0,23.0
555,19,28.0,27.0,28.0,28.0,22.0,23.0,23.0,23.0
556,20,27.0,28.0,28.0,26.0,23.0,23.0,23.0,23.0
557,21,28.0,28.0,26.0,28.0,23.0,23.0,23.0,22.0
558,22,28.0,26.0,28.0,28.0,23.0,23.0,22.0,22.0
559,23,26.0,28.0,28.0,27.0,23.0,22.0,22.0,22.0
560,24,28.0,28.0,27.0,32.0,22.0,22.0,22.0,22.0
561,25,28.0,27.0,32.0,27.0,22.0,22.0,22.0,22.0
562,26,27.0,32.0,27.0,28.0,22.0,22.0,22.0,22.0
563,27,32.0,27.0,28.0,28.0,22.0,22.0,22.0,21.0
564,28,27.0,28.0,28.0,27.0,22.0,22.0,21.0,22.0
565,29,28.0,28.0,27.0,26.0,22.0,21.0,22.0,21.0
566,30,28.0,27.0,26.0,29.0,21.0,22.0,21.0,22.0
567,31,27.0,26.0,29.0,29.0,22.0,21.0,22.0,22.0
568,3,26.0,29.0,29.0,30.0,21.0,22.0,22.0,22.0
569,4,29.0,29.0,30.0,29.0,22.0,22.0,22.0,22.0
570,5,29.0,30.0,29.0,29.0,22.0,22.0,22.0,22.0
571,6,30.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
572,7,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
573,8,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
574,9,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
575,10,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
576,11,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
577,12,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
578,13,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
579,14,29.0,29.0,29.0,29.0,22.0,22.0,22.0,22.0
580,15,29.0,29.0,29.0,28.0,22.0,22.0,22.0,22.0
581,16,29.0,29.0,28.0,25.0,22.0,22.0,22.0,22.0
582,17,29.0,28.0,25.0,23.0,22.0,22.0,22.0,19.0
583,18,28.0,25.0,23.0,27.0,22.0,22.0,19.0,20.0
584,19,25.0,23.0,27.0,29.0,22.0,19.0,20.0,20.0
585,20,23.0,27.0,29.0,30.0,19.0,20.0,20.0,20.0
586,21,27.0,29.0,30.0,29.0,20.0,20.0,20.0,22.0
587,22,29.0,30.0,29.0,27.0,20.0,20.0,22.0,22.0
588,23,30.0,29.0,27.0,28.0,20.0,22.0,22.0,22.0
589,24,29.0,27.0,28.0,26.0,22.0,22.0,22.0,22.0
590,25,27.0,28.0,26.0,26.0,22.0,22.0,22.0,22.0
591,26,28.0,26.0,26.0,25.0,22.0,22.0,22.0,22.0
592,27,26.0,26.0,25.0,29.0,22.0,22.0,22.0,22.0
593,28,26.0,25.0,29.0,29.0,22.0,22.0,22.0,20.0
594,29,25.0,29.0,29.0,30.0,22.0,22.0,20.0,22.0
595,30,29.0,29.0,30.0,30.0,22.0,20.0,22.0,22.0
596,31,29.0,30.0,30.0,30.0,20.0,22.0,22.0,21.0
597,3,30.0,30.0,30.0,31.0,22.0,22.0,21.0,21.0
598,4,30.0,30.0,31.0,33.0,22.0,21.0,21.0,21.0
599,5,30.0,31.0,33.0,31.0,21.0,21.0,21.0,22.0
600,6,31.0,33.0,31.0,32.0,21.0,21.0,22.0,23.0
601,7,33.0,31.0,32.0,33.0,21.0,22.0,23.0,23.0
602,8,31.0,32.0,33.0,32.0,22.0,23.0,23.0,22.0
603,9,32.0,33.0,32.0,33.0,23.0,23.0,22.0,23.0
604,10,33.0,32.0,33.0,32.0,23.0,22.0,23.0,23.0
605,11,32.0,33.0,32.0,32.0,22.0,23.0,23.0,22.0
606,12,33.0,32.0,32.0,30.0,23.0,23.0,22.0,22.0
607,13,32.0,32.0,30.0,30.0,23.0,22.0,22.0,22.0
608,14,32.0,30.0,30.0,29.0,22.0,22.0,22.0,23.0
609,15,30.0,30.0,29.0,28.0,22.0,22.0,23.0,22.0
610,16,30.0,29.0,28.0,25.0,22.0,23.0,22.0,22.0
611,17,29.0,28.0,25.0,23.0,23.0,22.0,22.0,22.0
612,18,28.0,25.0,23.0,26.0,22.0,22.0,22.0,21.0
613,19,25.0,23.0,26.0,29.0,22.0,22.0,21.0,21.0
614,20,23.0,26.0,29.0,30.0,22.0,21.0,21.0,19.0
615,21,26.0,29.0,30.0,33.0,21.0,21.0,19.0,21.0
616,22,29.0,30.0,33.0,32.0,21.0,19.0,21.0,21.0
617,23,30.0,33.0,32.0,33.0,19.0,21.0,21.0,21.0
618,24,33.0,32.0,33.0,32.0,21.0,21.0,21.0,22.0
619,25,32.0,33.0,32.0,33.0,21.0,21.0,22.0,21.0
620,26,33.0,32.0,33.0,32.0,21.0,22.0,21.0,22.0
621,27,32.0,33.0,32.0,33.0,22.0,21.0,22.0,21.0
622,28,33.0,32.0,33.0,35.0,21.0,22.0,21.0,21.0
623,29,32.0,33.0,35.0,34.0,22.0,21.0,21.0,23.0
624,30,33.0,35.0,34.0,33.0,21.0,21.0,23.0,22.0
625,1,35.0,34.0,33.0,34.0,21.0,23.0,22.0,20.0
626,2,34.0,33.0,34.0,34.0,23.0,22.0,20.0,20.0
627,3,33.0,34.0,34.0,33.0,22.0,20.0,20.0,23.0
628,4,34.0,34.0,33.0,32.0,20.0,20.0,23.0,22.0
629,5,34.0,33.0,32.0,32.0,20.0,23.0,22.0,21.0
630,6,33.0,32.0,32.0,30.0,23.0,22.0,21.0,22.0
631,7,32.0,32.0,30.0,28.0,22.0,21.0,22.0,23.0
632,8,32.0,30.0,28.0,28.0,21.0,22.0,23.0,22.0
633,9,30.0,28.0,28.0,31.0,22.0,23.0,22.0,21.0
634,10,28.0,28.0,31.0,32.0,23.0,22.0,21.0,23.0
635,11,28.0,31.0,32.0,32.0,22.0,21.0,23.0,21.0
636,12,31.0,32.0,32.0,32.0,21.0,23.0,21.0,22.0
637,13,32.0,32.0,32.0,32.0,23.0,21.0,22.0,22.0
638,14,32.0,32.0,32.0,33.0,21.0,22.0,22.0,22.0
639,15,32.0,32.0,33.0,33.0,22.0,22.0,22.0,18.0
640,16,32.0,33.0,33.0,33.0,22.0,22.0,18.0,18.0
641,17,33.0,33.0,33.0,32.0,22.0,18.0,18.0,17.0
642,18,33.0,33.0,32.0,29.0,18.0,18.0,17.0,22.0
643,19,33.0,32.0,29.0,32.0,18.0,17.0,22.0,21.0
644,20,32.0,29.0,32.0,32.0,17.0,22.0,21.0,21.0
645,21,29.0,32.0,32.0,32.0,22.0,21.0,21.0,18.0
646,22,32.0,32.0,32.0,32.0,21.0,21.0,18.0,15.0
647,23,32.0,32.0,32.0,32.0,21.0,18.0,15.0,16.0
648,24,32.0,32.0,32.0,31.0,18.0,15.0,16.0,19.0
649,25,32.0,32.0,31.0,31.0,15.0,16.0,19.0,19.0
650,26,32.0,31.0,31.0,31.0,16.0,19.0,19.0,18.0
651,27,31.0,31.0,31.0,31.0,19.0,19.0,18.0,16.0
652,28,31.0,31.0,31.0,30.0,19.0,18.0,16.0,15.0
653,29,31.0,31.0,30.0,29.0,18.0,16.0,15.0,13.0
654,30,31.0,30.0,29.0,30.0,16.0,15.0,13.0,13.0
655,31,30.0,29.0,30.0,30.0,15.0,13.0,13.0,13.0
656,3,29.0,30.0,30.0,31.0,13.0,13.0,13.0,16.0
657,4,30.0,30.0,31.0,31.0,13.0,13.0,16.0,15.0
658,5,30.0,31.0,31.0,30.0,13.0,16.0,15.0,14.0
659,6,31.0,31.0,30.0,30.0,16.0,15.0,14.0,13.0
660,7,31.0,30.0,30.0,30.0,15.0,14.0,13.0,14.0
661,8,30.0,30.0,30.0,30.0,14.0,13.0,14.0,14.0
662,9,30.0,30.0,30.0,29.0,13.0,14.0,14.0,12.0
663,10,30.0,30.0,29.0,30.0,14.0,14.0,12.0,11.0
664,11,30.0,29.0,30.0,30.0,14.0,12.0,11.0,12.0
665,12,29.0,30.0,30.0,31.0,12.0,11.0,12.0,13.0
666,13,30.0,30.0,31.0,30.0,11.0,12.0,13.0,14.0
667,14,30.0,31.0,30.0,30.0,12.0,13.0,14.0,13.0
668,15,31.0,30.0,30.0,30.0,13.0,14.0,13.0,13.0
669,16,30.0,30.0,30.0,29.0,14.0,13.0,13.0,15.0
670,17,30.0,30.0,29.0,31.0,13.0,13.0,15.0,20.0
671,18,30.0,29.0,31.0,30.0,13.0,15.0,20.0,20.0
672,19,29.0,31.0,30.0,32.0,15.0,20.0,20.0,20.0
673,20,31.0,30.0,32.0,32.0,20.0,20.0,20.0,17.0
674,21,30.0,32.0,32.0,33.0,20.0,20.0,17.0,15.0
675,22,32.0,32.0,33.0,31.0,20.0,17.0,15.0,14.0
676,23,32.0,33.0,31.0,30.0,17.0,15.0,14.0,14.0
677,24,33.0,31.0,30.0,29.0,15.0,14.0,14.0,13.0
678,25,31.0,30.0,29.0,31.0,14.0,14.0,13.0,12.0
679,26,30.0,29.0,31.0,30.0,14.0,13.0,12.0,12.0
680,27,29.0,31.0,30.0,30.0,13.0,12.0,12.0,12.0
681,28,31.0,30.0,30.0,30.0,12.0,12.0,12.0,12.0
682,29,30.0,30.0,30.0,30.0,12.0,12.0,12.0,13.0
683,30,30.0,30.0,30.0,30.0,12.0,12.0,13.0,14.0
684,2,30.0,30.0,30.0,31.0,12.0,13.0,14.0,17.0
685,3,30.0,30.0,31.0,32.0,13.0,14.0,17.0,15.0
686,4,30.0,31.0,32.0,32.0,14.0,17.0,15.0,17.0
687,5,31.0,32.0,32.0,32.0,17.0,15.0,17.0,16.0
688,6,32.0,32.0,32.0,33.0,15.0,17.0,16.0,15.0
689,7,32.0,32.0,33.0,30.0,17.0,16.0,15.0,13.0
690,8,32.0,33.0,30.0,30.0,16.0,15.0,13.0,10.0
691,9,33.0,30.0,30.0,30.0,15.0,13.0,10.0,10.0
692,10,30.0,30.0,30.0,30.0,13.0,10.0,10.0,12.0
693,11,30.0,30.0,30.0,27.0,10.0,10.0,12.0,12.0
694,12,30.0,30.0,27.0,28.0,10.0,12.0,12.0,15.0
695,13,30.0,27.0,28.0,27.0,12.0,12.0,15.0,13.0
696,14,27.0,28.0,27.0,27.0,12.0,15.0,13.0,8.0
697,15,28.0,27.0,27.0,27.0,15.0,13.0,8.0,11.0
698,16,27.0,27.0,27.0,27.0,13.0,8.0,11.0,9.0
699,17,27.0,27.0,27.0,28.0,8.0,11.0,9.0,9.0
700,18,27.0,27.0,28.0,30.0,11.0,9.0,9.0,11.0
701,19,27.0,28.0,30.0,31.0,9.0,9.0,11.0,12.0
702,20,28.0,30.0,31.0,31.0,9.0,11.0,12.0,14.0
703,21,30.0,31.0,31.0,32.0,11.0,12.0,14.0,15.0
704,22,31.0,31.0,32.0,32.0,12.0,14.0,15.0,16.0
705,23,31.0,32.0,32.0,31.0,14.0,15.0,16.0,14.0
706,24,32.0,32.0,31.0,28.0,15.0,16.0,14.0,10.0
707,25,32.0,31.0,28.0,25.0,16.0,14.0,10.0,7.0
708,26,31.0,28.0,25.0,27.0,14.0,10.0,7.0,6.0
709,27,28.0,25.0,27.0,27.0,10.0,7.0,6.0,6.0
710,28,25.0,27.0,27.0,28.0,7.0,6.0,6.0,7.0
711,29,27.0,27.0,28.0,29.0,6.0,6.0,7.0,12.0
712,30,27.0,28.0,29.0,29.0,6.0,7.0,12.0,12.0
713,31,28.0,29.0,29.0,29.0,7.0,12.0,12.0,13.0
714,4,29.0,29.0,29.0,28.0,12.0,12.0,13.0,11.0
715,5,29.0,29.0,28.0,29.0,12.0,13.0,11.0,10.0
716,6,29.0,28.0,29.0,28.0,13.0,11.0,10.0,11.0
717,7,28.0,29.0,28.0,28.0,11.0,10.0,11.0,12.0
718,8,29.0,28.0,28.0,31.0,10.0,11.0,12.0,14.0
719,9,28.0,28.0,31.0,31.0,11.0,12.0,14.0,16.0
720,10,28.0,31.0,31.0,31.0,12.0,14.0,16.0,16.0
721,11,31.0,31.0,31.0,33.0,14.0,16.0,16.0,16.0
722,12,31.0,31.0,33.0,32.0,16.0,16.0,16.0,16.0
723,13,31.0,33.0,32.0,32.0,16.0,16.0,16.0,18.0
724,14,33.0,32.0,32.0,32.0,16.0,16.0,18.0,14.0
725,15,32.0,32.0,32.0,31.0,16.0,18.0,14.0,14.0
726,16,32.0,32.0,31.0,30.0,18.0,14.0,14.0,12.0
727,17,32.0,31.0,30.0,30.0,14.0,14.0,12.0,12.0
728,18,31.0,30.0,30.0,30.0,14.0,12.0,12.0,11.0
729,19,30.0,30.0,30.0,31.0,12.0,12.0,11.0,11.0
730,20,30.0,30.0,31.0,30.0,12.0,11.0,11.0,12.0
731,21,30.0,31.0,30.0,29.0,11.0,11.0,12.0,11.0
732,22,31.0,30.0,29.0,30.0,11.0,12.0,11.0,10.0
733,23,30.0,29.0,30.0,30.0,12.0,11.0,10.0,10.0
734,24,29.0,30.0,30.0,30.0,11.0,10.0,10.0,12.0
735,25,30.0,30.0,30.0,31.0,10.0,10.0,12.0,11.0
736,26,30.0,30.0,31.0,30.0,10.0,12.0,11.0,12.0
737,27,30.0,31.0,30.0,30.0,12.0,11.0,12.0,12.0
738,28,31.0,30.0,30.0,30.0,11.0,12.0,12.0,10.0
739,29,30.0,30.0,30.0,31.0,12.0,12.0,10.0,11.0
740,30,30.0,30.0,31.0,30.0,12.0,10.0,11.0,12.0
741,31,30.0,31.0,30.0,30.0,10.0,11.0,12.0,12.0
742,28,31.0,30.0,30.0,30.0,11.0,12.0,12.0,10.0
743,29,30.0,30.0,30.0,31.0,12.0,12.0,10.0,9.0
744,30,30.0,30.0,31.0,32.0,12.0,10.0,9.0,10.0
745,31,30.0,31.0,32.0,32.0,10.0,9.0,10.0,11.0
746,1,31.0,32.0,32.0,33.0,9.0,10.0,11.0,13.0
747,2,32.0,32.0,33.0,31.0,10.0,11.0,13.0,13.0
748,3,32.0,33.0,31.0,31.0,11.0,13.0,13.0,14.0
749,4,33.0,31.0,31.0,28.0,13.0,13.0,14.0,17.0
750,5,31.0,31.0,28.0,31.0,13.0,14.0,17.0,12.0
751,6,31.0,28.0,31.0,30.0,14.0,17.0,12.0,11.0
752,7,28.0,31.0,30.0,30.0,17.0,12.0,11.0,14.0
753,8,31.0,30.0,30.0,32.0,12.0,11.0,14.0,13.0
754,9,30.0,30.0,32.0,30.0,11.0,14.0,13.0,12.0
755,10,30.0,32.0,30.0,32.0,14.0,13.0,12.0,11.0
756,11,32.0,30.0,32.0,31.0,13.0,12.0,11.0,13.0
757,12,30.0,32.0,31.0,31.0,12.0,11.0,13.0,15.0
758,13,32.0,31.0,31.0,32.0,11.0,13.0,15.0,15.0
759,14,31.0,31.0,32.0,34.0,13.0,15.0,15.0,16.0
760,15,31.0,32.0,34.0,34.0,15.0,15.0,16.0,14.0
761,16,32.0,34.0,34.0,34.0,15.0,16.0,14.0,14.0
762,17,34.0,34.0,34.0,34.0,16.0,14.0,14.0,13.0
763,18,34.0,34.0,34.0,34.0,14.0,14.0,13.0,13.0
764,19,34.0,34.0,34.0,35.0,14.0,13.0,13.0,15.0
765,20,34.0,34.0,35.0,35.0,13.0,13.0,15.0,16.0
766,21,34.0,35.0,35.0,35.0,13.0,15.0,16.0,17.0
767,22,35.0,35.0,35.0,34.0,15.0,16.0,17.0,16.0
768,23,35.0,35.0,34.0,34.0,16.0,17.0,16.0,14.0
769,24,35.0,34.0,34.0,35.0,17.0,16.0,14.0,14.0
770,25,34.0,34.0,35.0,36.0,16.0,14.0,14.0,15.0
771,26,34.0,35.0,36.0,35.0,14.0,14.0,15.0,15.0
772,27,35.0,36.0,35.0,36.0,14.0,15.0,15.0,15.0
773,28,36.0,35.0,36.0,36.0,15.0,15.0,15.0,16.0
